#프랜차이즈명
프랜차이즈 목록	FRL
프랜차이즈	FRL
프랜차이즈명	FRL
BBQ	FRC
BHC	FRC
공차	FRC
던킨도넛	FRC
도미노피자	FRC
맥도날드	FRC
명랑핫도그	FRC
배스킨라빈스	FRC
본죽	FRC
샐러디	FRC
스타벅스	FRC
와플대학	FRC
파리바게트	FRC
한솥	FRC
#알레르기 성분명
메밀	ALI
밀	ALI
대두	ALI
호두	ALI
땅콩	ALI
복숭아	ALI
토마토	ALI
돼지고기	ALI
난류(계란)	ALI
우유	ALI
닭고기	ALI
쇠고기	ALI
새우	ALI
고등어	ALI
게	ALI
아황산류	ALI
오징어	ALI
조개류(어패류)	ALI
#메뉴이름(추가예정)
